epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
36	0	13465774	0	9	0	8042	-143	0	-408	2084	11098	5202	360	-14077	949	261	893
37	0	3362559	0	9	0	8345	-143	0	-403	2106	11143	5522	360	-14749	935	226	877
38	1	12663535	22	19	0	8042	-199	0	-454	1847	10437	5712	360	-16502	217	14	200
39	1	5000000	0	12	0	8167	-199	0	-454	1972	10562	5962	360	-17165	203	14	188
40	2	42411999	0	10	0	8694	-172	0	-453	2201	12432	5712	390	-16531	808	181	757
41	2	28200483	5	13	0	8708	-186	0	-547	2043	13223	5462	420	-17044	701	216	662
42	0	13622858	0	9	0	9613	-181	0	-452	2330	13310	6420	420	-17066	954	259	897
43	0	3839351	0	8	0	9930	-181	0	-452	2353	13384	6744	420	-17720	946	234	889
44	1	12711461	22	18	0	9572	-241	0	-508	2047	12577	6913	420	-19565	232	14	215
45	1	5000000	0	12	0	9697	-241	0	-508	2172	12702	7163	420	-20221	214	14	197
46	2	44070144	0	9	0	10250	-213	0	-507	2407	14635	6913	450	-19550	816	176	764
47	2	27792007	5	11	0	10276	-225	0	-598	2261	15460	6663	480	-20023	731	222	690
48	0	13708607	0	8	0	11196	-219	0	-496	2520	15547	7640	480	-20047	959	258	902
49	0	4159230	0	7	0	11520	-219	0	-496	2542	15641	7964	480	-20688	955	240	897
50	1	13249795	22	18	0	11111	-285	0	-556	2194	14742	8112	480	-22607	251	14	232
51	1	4857476	0	11	0	11234	-285	0	-556	2317	14865	8358	480	-23265	228	14	211
52	2	45164790	0	9	0	11806	-256	0	-552	2559	16843	8108	510	-22584	818	169	766
53	2	27350494	5	10	0	11846	-266	0	-642	2436	17711	7858	540	-23011	756	226	713
54	0	14054935	0	8	0	12788	-260	0	-535	2680	17801	8856	540	-23022	964	257	906
55	0	4363071	0	7	0	13120	-260	0	-535	2701	17908	9179	540	-23656	962	245	904
56	1	14483195	17	16	0	12660	-330	0	-600	2314	16919	9307	540	-25649	264	14	244
57	1	4705460	0	11	0	12780	-330	0	-600	2434	17039	9548	540	-26307	243	14	225
58	2	45923580	0	9	0	13369	-300	0	-591	2681	19057	9298	570	-25615	820	163	767
59	2	26904249	5	9	0	13425	-307	0	-682	2582	19963	9048	600	-26009	775	227	731
60	0	14409989	0	7	0	14390	-302	0	-572	2818	20054	10071	600	-26000	968	257	910
61	0	4544404	0	7	0	14727	-302	0	-572	2839	20173	10395	600	-26629	968	247	909
62	1	16025307	17	16	0	14222	-378	0	-642	2416	19102	10502	600	-28688	272	14	251
63	1	4447469	0	11	0	14338	-378	0	-642	2532	19218	10736	600	-29349	257	14	237
64	2	46578187	0	9	0	14947	-345	0	-631	2787	21268	10486	630	-28648	822	157	768
65	2	26703088	5	9	0	15017	-349	0	-720	2715	22215	10236	660	-29010	794	228	749
66	0	14693035	0	7	0	16003	-344	0	-606	2944	22314	11279	660	-28977	972	257	914
67	0	4642373	0	7	0	16342	-344	0	-606	2964	22442	11604	660	-29599	972	249	913
68	1	17792590	17	15	0	15788	-424	0	-680	2506	21285	11692	660	-31721	278	14	257
69	1	4175291	0	11	0	15900	-424	0	-680	2618	21397	11917	660	-32384	264	14	243
70	2	47126243	0	9	0	16524	-390	0	-665	2877	23478	11667	690	-31668	823	154	769
71	2	26807098	0	9	0	16605	-393	0	-753	2824	24462	11417	720	-32007	809	229	762
72	0	14970194	0	7	0	17613	-388	0	-639	3051	24580	12480	720	-31941	975	257	917
73	0	4737863	0	7	0	17952	-388	0	-639	3071	24711	12807	720	-32564	975	250	916
74	1	18122796	17	15	0	17357	-469	0	-716	2582	23476	12878	720	-34746	282	14	260
75	1	3839657	0	11	0	17464	-469	0	-716	2689	23583	13093	720	-35412	269	14	249
76	2	47604695	0	9	0	18098	-434	0	-699	2953	25687	12843	750	-34674	825	154	770
77	2	27159250	0	9	0	18186	-437	0	-787	2900	26685	12593	780	-35021	814	224	766
78	0	15368452	0	7	0	19228	-432	0	-669	3138	26832	13679	780	-34910	977	257	919
79	0	4905423	0	7	0	19573	-432	0	-669	3158	26972	14006	780	-35531	977	249	918
80	1	18796372	17	14	0	18937	-518	0	-749	2640	25666	14059	780	-37766	285	14	263
81	1	3496576	0	11	0	19037	-518	0	-749	2740	25766	14263	780	-38434	273	14	252
82	2	48091803	0	9	0	19683	-483	0	-729	3009	27893	14013	810	-37651	828	157	774
83	2	27320316	0	9	0	19773	-486	0	-817	2956	28896	13763	840	-38014	818	221	770
84	0	15812303	0	7	0	20842	-481	0	-700	3200	29075	14867	840	-37860	979	257	920
85	0	5016867	0	7	0	21189	-481	0	-700	3220	29221	15195	840	-38481	979	249	919
86	1	19870569	17	12	0	20515	-569	0	-782	2674	27849	15230	840	-40762	288	14	266
87	1	3127243	0	11	0	20611	-569	0	-782	2770	27945	15422	840	-41435	275	14	254
88	2	48476343	0	9	0	21264	-534	0	-762	3040	30089	15172	870	-40578	834	164	780
89	2	27373138	0	9	0	21353	-537	0	-851	2986	31091	14922	900	-40953	823	219	774
90	0	16104281	0	7	0	22442	-531	0	-738	3235	31293	16036	900	-40772	980	258	921
91	0	5080921	0	7	0	22792	-531	0	-738	3254	31443	16364	900	-41398	979	248	920
92	1	21116912	17	12	0	22085	-620	0	-822	2687	30013	16381	900	-43725	289	14	267
93	1	2800104	0	11	0	22174	-620	0	-822	2776	30102	16562	900	-44392	276	14	254
94	2	48640506	0	9	0	22832	-584	0	-801	3051	32255	16312	930	-43468	838	169	784
95	2	27392464	0	9	0	22921	-587	0	-890	2996	33256	16062	960	-43846	827	218	777
96	0	16449595	0	7	0	24023	-581	0	-778	3252	33478	17184	960	-43642	980	257	922
97	0	5162239	0	7	0	24377	-581	0	-778	3272	33632	17512	960	-44271	979	247	920
98	1	22819490	17	12	0	23641	-673	0	-864	2684	32151	17512	960	-46638	290	14	268
99	1	2460319	0	11	0	23724	-673	0	-864	2767	32234	17681	960	-47302	277	14	256
100	2	48702324	0	9	0	24384	-637	0	-843	3044	34392	17431	990	-46319	841	175	787
101	2	27413246	0	9	0	24473	-640	0	-933	2989	35393	17181	1020	-46698	828	217	778
102	0	16823094	0	7	0	25589	-635	0	-823	3259	35630	18311	1020	-46473	980	257	922
103	0	5278756	0	7	0	25948	-635	0	-823	3280	35788	18640	1020	-47105	979	246	920
104	1	24180379	16	11	0	25192	-728	0	-910	2678	34268	18640	1020	-49509	298	14	275
105	1	1994191	0	11	0	25268	-728	0	-910	2754	34344	18793	1020	-50176	279	14	257
106	2	48713342	0	9	0	25928	-692	0	-888	3033	36503	18543	1050	-49143	844	180	791
107	2	27445634	0	9	0	26017	-695	0	-978	2977	37504	18293	1080	-49520	828	217	779
108	0	17230563	0	7	0	27144	-691	0	-872	3252	37761	19427	1080	-49276	980	256	921
109	0	5350657	0	7	0	27504	-691	0	-872	3275	37923	19756	1080	-49911	979	244	920
110	1	25246878	17	10	0	26731	-786	0	-959	2657	36368	19756	1080	-52345	305	14	281
111	1	1584077	0	11	0	26798	-786	0	-959	2724	36435	19893	1080	-53014	280	14	259
112	2	48707630	0	8	0	27457	-750	0	-937	3000	38592	19643	1110	-51934	847	185	793
113	2	27478792	0	9	0	27546	-753	0	-1027	2944	39593	19393	1140	-52296	828	218	779
114	0	17635894	0	7	0	28679	-748	0	-925	3228	39866	20529	1140	-52042	980	255	921
115	0	5393579	0	7	0	29039	-748	0	-925	3252	40033	20858	1140	-52680	979	243	920
116	1	25229638	17	10	0	28249	-843	0	-1021	2626	38447	20858	1140	-55137	312	14	288
117	1	1216756	0	10	0	28306	-843	0	-1021	2683	38504	20976	1140	-55805	283	14	261
118	2	48603654	0	8	0	28964	-807	0	-999	2957	40657	20726	1170	-54700	846	188	793
119	2	27523042	0	9	0	29054	-810	0	-1089	2901	41660	20476	1200	-55034	827	219	778
120	0	18108109	0	7	0	30193	-805	0	-989	3199	41946	21614	1200	-54773	980	253	921
121	0	5456000	0	7	0	30555	-805	0	-989	3223	42115	21946	1200	-55414	979	241	919
122	1	25354370	17	10	0	29750	-901	0	-1093	2591	40499	21946	1200	-57891	318	14	294
123	1	888486	0	10	0	29799	-901	0	-1093	2640	40548	22047	1200	-58559	285	14	263
124	2	48501948	0	7	0	30454	-865	0	-1071	2913	42695	21797	1230	-57464	842	189	789
125	2	27634644	0	9	0	30546	-868	0	-1161	2857	43704	21547	1260	-57731	826	219	777
126	0	18408999	0	7	0	31689	-863	0	-1066	3161	43999	22686	1260	-57469	980	251	921
127	0	5531953	0	7	0	32054	-863	0	-1066	3185	44171	23019	1260	-58115	979	239	919
128	1	25730201	17	10	0	31237	-960	0	-1177	2547	42529	23019	1260	-60604	325	14	300
129	1	596869	0	10	0	31278	-960	0	-1177	2588	42570	23102	1260	-61274	288	14	265
130	2	48373953	0	7	0	31928	-924	0	-1155	2860	44708	22852	1290	-60197	837	188	784
131	2	27760708	0	9	0	32022	-927	0	-1245	2804	45722	22602	1320	-60393	824	219	775
132	0	18673691	0	7	0	33166	-922	0	-1150	3118	46025	23744	1320	-60130	979	249	920
133	0	5593231	0	7	0	33534	-922	0	-1150	3143	46201	24078	1320	-60776	979	237	919
134	1	26447180	17	10	0	32702	-1018	0	-1268	2502	44532	24078	1320	-63278	332	14	307
135	1	370314	0	10	0	32732	-1018	0	-1268	2532	44562	24143	1320	-63956	289	14	267
136	2	48317750	0	7	0	33380	-982	0	-1246	2804	46694	23893	1350	-62893	831	188	779
137	2	27894740	0	9	0	33478	-985	0	-1336	2749	47715	23643	1380	-63021	821	219	772
138	0	19026239	0	7	0	34629	-980	0	-1244	3076	48022	24786	1380	-62759	979	247	920
139	0	5663681	0	7	0	34999	-980	0	-1244	3101	48202	25121	1380	-63402	979	235	919
140	1	27426491	16	10	0	34154	-1075	0	-1369	2455	46507	25121	1380	-65916	339	14	312
141	1	198752	0	9	0	34176	-1075	0	-1369	2477	46529	25168	1380	-66605	291	14	269
142	2	48243001	0	7	0	34822	-1039	0	-1346	2747	48658	24918	1410	-65552	826	188	774
143	2	28018996	0	9	0	34921	-1042	0	-1436	2692	49684	24668	1440	-65624	817	219	768
144	0	19346081	0	7	0	36077	-1037	0	-1343	3030	49997	25817	1440	-65361	979	245	920
145	0	5757678	0	7	0	36450	-1037	0	-1343	3055	50181	26153	1440	-65998	979	234	919
146	1	28171426	16	10	0	35594	-1134	0	-1473	2400	48462	26153	1440	-68520	345	14	318
147	1	78066	0	8	0	35607	-1134	0	-1473	2413	48475	26181	1440	-69224	293	14	270
148	2	48161350	0	7	0	36253	-1098	0	-1450	2681	50599	25931	1470	-68180	818	189	767
149	2	28136760	0	9	0	36355	-1101	0	-1540	2626	51630	25681	1500	-68194	811	219	763
150	0	19624325	0	7	0	37512	-1096	0	-1448	2971	51947	26834	1500	-67933	979	242	919
151	0	5847748	0	7	0	37888	-1096	0	-1448	2997	52137	27171	1500	-68563	979	232	918
152	1	28937459	16	10	0	37021	-1192	0	-1582	2337	50396	27171	1500	-71091	349	14	322
153	1	12159	0	7	0	37025	-1192	0	-1582	2341	50400	27181	1500	-71808	295	14	272
154	2	48075503	0	7	0	37664	-1157	0	-1560	2607	52516	26931	1530	-70780	807	188	757
155	2	28280114	0	8	0	37768	-1160	0	-1650	2552	53553	26681	1560	-70749	802	219	755
156	0	19995940	0	7	0	38936	-1153	0	-1554	2909	53874	27843	1560	-70475	979	239	919
157	0	5879394	0	7	0	39315	-1153	0	-1554	2935	54069	28178	1560	-71103	979	231	918
158	1	29697906	16	10	0	38440	-1249	0	-1692	2270	52308	28178	1560	-73634	353	14	325
159	1	0	0	7	0	38440	-1249	0	-1692	2270	52308	28178	1560	-74359	297	14	274
160	2	47861275	0	7	0	39073	-1216	0	-1671	2533	54411	27928	1590	-73345	796	189	747
161	2	28323053	0	7	0	39178	-1219	0	-1761	2479	55450	27678	1620	-73308	791	219	745
162	0	20532852	0	7	0	40363	-1212	0	-1662	2847	55784	28850	1620	-73016	979	236	918
163	0	5981033	0	7	0	40742	-1212	0	-1662	2873	55991	29182	1620	-73629	979	230	918
164	1	30586705	16	9	0	39855	-1308	0	-1804	2201	54211	29182	1620	-76168	355	14	327
165	1	0	0	6	0	39855	-1308	0	-1804	2201	54211	29182	1620	-76893	300	14	277
166	2	47590376	0	7	0	40480	-1276	0	-1784	2460	56298	28932	1650	-75895	787	191	738
167	2	28358373	0	7	0	40587	-1279	0	-1874	2406	57339	28682	1680	-75858	782	219	736
168	0	21074105	0	7	0	41781	-1272	0	-1769	2784	57686	29857	1680	-75554	978	233	918
169	0	6128204	0	7	0	42164	-1272	0	-1769	2811	57907	30188	1680	-76142	979	229	918
170	1	31494774	16	9	0	41266	-1368	0	-1915	2134	56105	30188	1680	-78698	355	14	327
171	1	0	0	6	0	41266	-1368	0	-1915	2134	56105	30188	1680	-79424	302	14	279
172	2	47374604	0	7	0	41886	-1336	0	-1894	2390	58179	29938	1710	-78437	779	192	732
173	2	28396432	0	7	0	41994	-1339	0	-1984	2336	59222	29688	1740	-78395	774	219	729
174	0	21472838	0	7	0	43197	-1333	0	-1873	2721	59582	30861	1740	-78079	978	231	918
175	0	6228688	0	7	0	43585	-1333	0	-1873	2749	59816	31189	1740	-78644	979	230	919
176	1	32086935	16	9	0	42676	-1430	0	-2022	2065	57991	31189	1740	-81219	355	14	327
177	1	0	0	6	0	42676	-1430	0	-2022	2065	57991	31189	1740	-81945	304	14	280
178	2	47161088	0	7	0	43288	-1398	0	-2001	2318	60051	30939	1770	-80970	772	193	725
179	2	28439393	0	7	0	43396	-1401	0	-2091	2264	61095	30689	1800	-80924	767	219	723
180	0	21938982	0	7	0	44601	-1392	0	-1977	2651	61472	31865	1800	-80576	978	230	918
181	0	6177100	0	7	0	44986	-1392	0	-1977	2679	61715	32186	1800	-81105	980	230	919
182	1	31883816	17	9	0	44061	-1490	0	-2126	1988	59860	32186	1800	-83704	354	14	327
183	1	0	0	6	0	44061	-1490	0	-2126	1988	59860	32186	1800	-84429	305	14	281
184	2	46871574	0	7	0	44664	-1458	0	-2106	2239	61903	31936	1830	-83468	764	194	718
185	2	28478877	0	7	0	44773	-1461	0	-2196	2185	62949	31686	1860	-83415	761	219	717
186	0	22317388	0	7	0	45983	-1451	0	-2075	2574	63342	32860	1860	-83027	978	230	918
187	0	5967367	0	7	0	46357	-1451	0	-2075	2603	63590	33172	1860	-83524	980	230	920
188	1	31567406	18	8	0	45418	-1550	0	-2233	1911	61703	33172	1860	-86154	352	14	324
189	1	0	0	6	0	45418	-1550	0	-2233	1911	61703	33172	1860	-86879	305	14	281
190	2	46586944	0	7	0	46013	-1519	0	-2213	2160	63732	32922	1890	-85925	757	195	712
191	2	28512381	0	7	0	46122	-1522	0	-2303	2106	64779	32672	1920	-85862	756	219	712
192	0	22645487	0	7	0	47338	-1512	0	-2177	2496	65186	33840	1920	-85423	979	230	918
193	0	5677616	0	7	0	47699	-1512	0	-2177	2524	65432	34138	1920	-85897	981	230	920
194	1	31520225	18	9	0	46744	-1610	0	-2346	1832	63515	34138	1920	-88558	349	14	322
195	1	0	0	6	0	46744	-1610	0	-2346	1832	63515	34138	1920	-89282	305	14	281
196	2	46317952	0	7	0	47334	-1580	0	-2326	2077	65532	33888	1950	-88329	751	197	706
197	2	28529453	0	7	0	47444	-1583	0	-2416	2023	66580	33638	1980	-88250	752	219	709
198	0	22754743	0	7	0	48658	-1572	0	-2289	2416	66996	34804	1980	-87764	979	230	918
199	0	5354335	0	7	0	49009	-1572	0	-2289	2442	67239	35087	1980	-88219	981	230	920
200	1	31835893	18	9	0	48038	-1670	0	-2468	1748	65294	35087	1980	-90907	346	14	319
201	1	0	0	6	0	48038	-1670	0	-2468	1748	65294	35087	1980	-91633	305	14	281
202	2	46058303	0	7	0	48622	-1641	0	-2448	1987	67299	34837	2010	-90676	746	199	702
203	2	28536377	0	7	0	48731	-1644	0	-2538	1932	68346	34587	2040	-90582	748	219	705
204	0	22914403	0	7	0	49946	-1633	0	-2402	2330	68771	35749	2040	-90051	979	230	919
205	0	4950554	0	7	0	50282	-1633	0	-2402	2355	69008	36020	2040	-90489	982	230	921
206	1	32293046	18	9	0	49299	-1733	0	-2593	1665	67037	36020	2040	-93201	344	14	317
207	1	0	0	6	0	49299	-1733	0	-2593	1665	67037	36020	2040	-93926	305	14	281
208	2	45796412	0	7	0	49878	-1705	0	-2575	1902	69028	35770	2070	-92965	742	200	698
209	2	28533021	0	6	0	49987	-1708	0	-2665	1847	70074	35520	2100	-92856	746	219	703
210	0	22936747	0	7	0	51198	-1696	0	-2521	2246	70506	36675	2100	-92287	980	230	919
211	0	4650683	0	7	0	51523	-1696	0	-2521	2269	70739	36934	2100	-92708	982	230	921
212	1	32979205	18	9	0	50527	-1794	0	-2723	1584	68742	36934	2100	-95446	341	14	314
213	1	0	0	6	0	50527	-1794	0	-2723	1584	68742	36934	2100	-96170	305	14	281
214	2	45526632	0	7	0	51098	-1767	0	-2707	1815	70721	36684	2130	-95199	739	202	695
215	2	28528809	0	6	0	51206	-1770	0	-2797	1760	71766	36434	2160	-95077	743	219	701
216	0	22990012	0	7	0	52420	-1755	0	-2644	2161	72200	37586	2160	-94474	980	230	920
217	0	4374233	0	7	0	52735	-1755	0	-2644	2183	72430	37833	2160	-94876	983	230	922
218	1	33134723	19	10	0	51729	-1851	0	-2854	1501	70408	37833	2160	-97638	338	14	311
219	1	0	0	6	0	51729	-1851	0	-2854	1501	70408	37833	2160	-98362	305	14	281
220	2	45259197	0	7	0	52293	-1825	0	-2837	1731	72375	37583	2190	-97383	737	203	694
221	2	28517886	0	6	0	52401	-1828	0	-2927	1676	73420	37333	2220	-97250	742	219	700
222	0	22885936	0	7	0	53609	-1813	0	-2766	2084	73860	38480	2220	-96610	981	230	920
223	0	4078454	0	7	0	53912	-1813	0	-2766	2104	74085	38716	2220	-96994	983	230	922
224	1	33350548	14	8	0	52890	-1911	0	-2987	1422	72035	38716	2220	-99784	331	14	305
225	1	0	0	6	0	52890	-1911	0	-2987	1422	72035	38716	2220	-100508	305	14	281
226	2	45100333	0	5	0	53451	-1885	0	-2970	1649	73993	38466	2250	-99525	736	203	693
227	2	28526137	0	5	0	53560	-1888	0	-3060	1594	75039	38216	2280	-99387	741	219	699
228	0	22971946	0	7	0	54771	-1872	0	-2886	2014	75484	39362	2280	-98704	982	230	921
229	0	3794515	0	7	0	55061	-1872	0	-2886	2033	75708	39586	2280	-99072	984	230	923
230	1	33788007	14	8	0	54026	-1969	0	-3115	1347	73627	39586	2280	-101894	322	14	297
231	1	0	0	6	0	54026	-1969	0	-3115	1347	73627	39586	2280	-102619	305	14	281
232	2	45008760	0	5	0	54586	-1943	0	-3098	1573	75581	39336	2310	-101635	735	203	692
233	2	28542885	0	5	0	54695	-1946	0	-3187	1518	76629	39086	2340	-101491	741	219	698
234	0	23124410	0	7	0	55911	-1928	0	-3001	1949	77086	40232	2340	-100765	982	230	921
235	0	3553080	0	6	0	56191	-1928	0	-3001	1967	77306	40444	2340	-101119	984	230	923
236	1	34349240	14	8	0	55141	-2025	0	-3241	1279	75194	40444	2340	-103972	314	14	289
237	1	0	0	6	0	55141	-2025	0	-3241	1279	75194	40444	2340	-104697	305	14	281
238	2	44913881	0	5	0	55699	-2000	0	-3223	1506	77145	40194	2370	-103712	735	203	692
239	2	28563702	0	5	0	55809	-2003	0	-3312	1452	78195	39944	2400	-103565	741	219	698
240	0	23430101	0	6	0	57035	-1985	0	-3111	1892	78661	41090	2400	-102805	983	230	922
241	0	3411106	0	6	0	57306	-1985	0	-3111	1908	78881	41294	2400	-103147	985	230	923
242	1	35006237	14	8	0	56241	-2082	0	-3359	1218	76741	41294	2400	-106029	310	14	286
243	1	0	0	6	0	56241	-2082	0	-3359	1218	76741	41294	2400	-106757	305	14	281
244	2	44878516	0	5	0	56799	-2057	0	-3340	1444	78691	41044	2430	-105770	735	203	692
245	2	28595412	0	5	0	56910	-2060	0	-3429	1390	79743	40794	2460	-105620	741	219	698
246	0	23711150	0	5	0	58140	-2043	0	-3216	1842	80225	41941	2460	-104830	983	230	922
247	0	3309680	0	5	0	58406	-2043	0	-3216	1858	80446	42138	2460	-105163	985	230	924
248	1	35375432	14	8	0	57326	-2142	0	-3469	1167	78279	42138	2460	-108073	309	14	285
249	1	0	0	6	0	57326	-2142	0	-3469	1167	78279	42138	2460	-108808	305	14	281
250	2	44878246	0	7	0	57882	-2117	0	-3450	1393	80228	41888	2490	-107819	735	203	692
251	2	28639106	0	5	0	57994	-2120	0	-3538	1339	81282	41638	2520	-107669	740	219	698
252	0	24225881	0	5	0	59235	-2101	0	-3310	1803	81778	42791	2520	-106860	983	230	922
253	0	3364995	0	5	0	59502	-2101	0	-3310	1820	82007	42986	2520	-107187	985	230	924
254	1	35553416	15	8	0	58411	-2200	0	-3567	1126	79816	42986	2520	-110120	309	14	285
255	1	0	0	6	0	58411	-2200	0	-3567	1126	79816	42986	2520	-110855	305	14	281
256	2	44823440	0	7	0	58966	-2175	0	-3548	1351	81763	42736	2550	-109867	735	203	692
257	2	28680886	0	5	0	59080	-2178	0	-3636	1298	82820	42486	2580	-109715	740	219	698
258	0	24689349	0	5	0	60335	-2158	0	-3401	1770	83331	43641	2580	-108889	983	230	922
259	0	3378218	0	5	0	60601	-2158	0	-3401	1787	83566	43832	2580	-109214	985	230	924
260	1	35852115	15	8	0	59497	-2258	0	-3662	1092	81351	43832	2580	-112172	309	14	285
261	1	0	0	6	0	59497	-2258	0	-3662	1092	81351	43832	2580	-112907	305	14	281
262	2	44804813	0	7	0	60052	-2233	0	-3643	1316	83298	43582	2610	-111918	735	203	692
263	2	28729674	0	5	0	60167	-2236	0	-3731	1264	84357	43332	2640	-111766	740	219	698
264	0	25213118	0	5	0	61431	-2215	0	-3485	1745	84885	44491	2640	-110921	983	230	922
265	0	3447607	0	5	0	61699	-2215	0	-3485	1762	85127	44679	2640	-111241	985	230	924
266	1	36250081	16	8	0	60583	-2316	0	-3751	1067	82885	44679	2640	-114226	309	14	285
267	1	0	0	6	0	60583	-2316	0	-3751	1067	82885	44679	2640	-114962	305	14	281
268	2	44794959	0	7	0	61139	-2291	0	-3731	1292	84832	44429	2670	-113972	736	202	692
269	2	28788324	0	5	0	61255	-2294	0	-3818	1240	85894	44179	2700	-113819	741	219	698
270	0	25799747	0	5	0	62529	-2272	0	-3562	1727	86440	45342	2700	-112952	983	230	922
271	0	3446385	0	5	0	62796	-2272	0	-3562	1744	86688	45528	2700	-113268	985	230	924
272	1	36710596	16	8	0	61666	-2374	0	-3835	1048	84418	45528	2700	-116282	309	14	285
273	1	0	0	6	0	61666	-2374	0	-3835	1048	84418	45528	2700	-117018	305	14	281
274	2	44794373	0	7	0	62223	-2349	0	-3815	1272	86366	45278	2730	-116027	736	202	692
275	2	28854829	0	5	0	62340	-2352	0	-3902	1220	87430	45028	2760	-115875	741	219	698
276	0	26337031	0	5	0	63626	-2330	0	-3641	1716	87994	46197	2760	-114985	983	230	922
277	0	3516997	0	5	0	63894	-2330	0	-3641	1733	88248	46379	2760	-115299	985	230	924
278	1	37262056	16	8	0	62749	-2431	0	-3919	1037	85950	46379	2760	-118340	310	14	286
279	1	0	0	6	0	62749	-2431	0	-3919	1037	85950	46379	2760	-119077	305	14	281
280	2	44816362	0	7	0	63306	-2406	0	-3898	1261	87898	46129	2790	-118087	736	202	693
281	2	28931238	0	5	0	63425	-2409	0	-3985	1210	88965	45879	2820	-117935	741	219	698
282	0	26965352	0	5	0	64728	-2387	0	-3715	1712	89549	47053	2820	-117021	983	230	922
283	0	3555637	0	5	0	64990	-2387	0	-3715	1729	89812	47231	2820	-117330	986	230	924
284	1	38148155	16	8	0	63830	-2489	0	-4000	1038	87481	47231	2820	-120405	310	14	286
285	1	0	0	6	0	63830	-2489	0	-4000	1038	87481	47231	2820	-121142	305	14	281
286	2	44853656	0	7	0	64389	-2464	0	-3978	1263	89433	46981	2850	-120146	736	202	693
287	2	29005422	0	5	0	64508	-2467	0	-4065	1212	90503	46731	2880	-119994	741	219	698
288	0	27513945	0	5	0	65823	-2445	0	-3790	1718	91106	47910	2880	-119058	983	230	922
289	0	3642470	0	5	0	66087	-2445	0	-3790	1736	91376	48083	2880	-119365	986	230	925
290	1	38814836	15	8	0	64911	-2547	0	-4081	1047	89013	48083	2880	-122471	311	14	287
291	1	0	0	6	0	64911	-2547	0	-4081	1047	89013	48083	2880	-123207	305	14	281
