epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
580	2	46129082	0	7	0	116200	-5760	0	-7189	1006	164258	89850	5790	-220041	739	187	694
581	2	29510060	0	5	0	116337	-5762	0	-7265	962	165364	89600	5820	-219888	742	219	700
582	0	40283731	0	6	0	117988	-5726	0	-6936	1588	166389	90950	5820	-218389	989	230	927
583	0	16527224	0	5	0	118371	-5726	0	-6936	1641	167234	90982	5820	-218261	990	230	928
584	1	65459160	16	8	0	116616	-5882	0	-7304	747	163715	90982	5820	-222424	383	14	353
585	1	0	0	6	0	116616	-5882	0	-7304	747	163715	90982	5820	-223142	320	14	295
586	2	46203938	0	7	0	117222	-5820	0	-7261	1017	165766	90732	5850	-222045	739	187	695
587	2	29526383	0	5	0	117359	-5822	0	-7336	974	166872	90482	5880	-221891	743	219	700
588	0	40293818	0	6	0	119010	-5786	0	-7008	1601	167898	91835	5880	-220389	989	230	927
589	0	16622031	0	5	0	119395	-5786	0	-7008	1656	168748	91866	5880	-220258	990	230	928
590	1	65700752	16	8	0	117635	-5943	0	-7376	758	165217	91866	5880	-224433	387	14	357
591	1	0	0	6	0	117635	-5943	0	-7376	758	165217	91866	5880	-225151	320	14	295
592	2	46292270	0	7	0	118244	-5880	0	-7332	1032	167272	91616	5910	-224048	739	187	695
593	2	29546196	0	5	0	118381	-5882	0	-7407	990	168379	91366	5940	-223892	743	219	700
594	0	40306727	0	6	0	120032	-5847	0	-7080	1615	169405	92719	5940	-222390	989	230	927
595	0	16731973	0	5	0	120419	-5847	0	-7080	1673	170260	92749	5940	-222255	990	230	928
596	1	65895231	16	7	0	118654	-6003	0	-7448	773	166717	92749	5940	-226441	392	14	362
597	1	0	0	6	0	118654	-6003	0	-7448	773	166717	92749	5940	-227159	320	14	295
598	2	46385844	0	7	0	119265	-5939	0	-7402	1048	168777	92499	5970	-226051	740	187	695
599	2	29564183	0	5	0	119402	-5941	0	-7477	1006	169884	92249	6000	-225895	743	219	701
